task_id,Question,Level,Answer Type,Final answer,file_name,Answer Explanation
128,On what date was the flood management decree delivered?,1,exactMatch,June 27th,128.png,Judging based on files information.
169,Who is the recipient?,1,exactMatch,Dalai Lama,169.png,手稿原藏于西藏博物馆，因有“八月一号的来信”“1954年”可推断：这是毛泽东写给达赖喇嘛的信件
380,"Who is the portrait on the left side of the letter ""V"" in the image of the equatorial armillary sphere drawn by Tycho Brahe?",3,exactMatch,Copernici,380.pdf,"According to the textual description ""infrà in lateribus hujus pedeftalis hinc indè à foraminis, quod plumbum juxta V habet, utraq; parte funt 4. Icones ornatus gratià folerter appiƈtæ, quæ effigies Ptolemæi, Albategnij & Copernici; tum quoq; noftram repræfentant: quarum binę Copernici videlicet & meajuxta ad vifuntur"", there are four portraits on the instrument, and the two portraits in the picture are Copernici (i.e. Nicolaus Copernicus) and the author himself (i.e. Tycho Brahe). ""N"" and ""C"" on the left side of the letter ""V"" represent Nicolaus Copernicus, while ""T"" and ""B"" on the right represent Tycho Brahe."
341,"Based on the image information, what does the text author think is the relationship between Lin Zexu and Qishan?
A、 Friends with similar meanings
B、 Political enemies who are at odds with water and fire
C、 Colleagues who are at odds with each other in terms of appearance and heart",2,exactMatch,C,341.png,Inferring based on image information
191,Which dynasty does this painting belong to?,1,exactMatch,Ming Dynasty.,191.png," Anonymous, Fish-basket Guanyin, Ming dynasty, fifteenth century, Ink and color onsilk (140,3 by 75.0 centimeters), Freer Gallery of Art and Arthur M, Sackler Gallery, SmithsonianInstitution, Washington, D.c.: Gift of charles Lang Freer, Catalog F1911.297."
256,	In what year was this speech given?,2,exactMatch,1942,256.mp4,
26,"Please finish the blank with a number.
According to  ""The Economic Organization of Winemaking: French Cooperatives and California Corporations in Historical Context"",in a report sponsored by the US Department of Agriculture in 1915, a researcher reported that “at least _____ acres of vines had been lost in the preceding decades; worse, only a few had been replanted in the past ten years, and of those, many were still not planted on resistant rootstock"" ",1,exactMatch,250000,," In a report sponsored by the US Department of Agriculture in 1915, a researcher reported that “at least 250000 acres of vines had been lost in the preceding decades; worse, only a few had been replanted in the past ten years, and of those, many were still not planted on resistant rootstock"" 
"
241,"Who is the male figure in this altarpiece?
A. Jesus.
B. Saint Anthony.
C. Saint Francis.
D. Saint George.",2,multipleChoice,B,241.png,"Altarpiece dedicated to Saint Anthony and Saint Margaret
Lluís Borrassà, the second son of the painter Guillem Borrassà, was part of a family of painters from Girona which worked in this country from the mid-14th century until the mid-15th century. There is documentary evidence that in 1383 Lluís Borrassà's painting workshop was open in the city of Barcelona, soon to become one of the largest workshops in the city, where numerous artists, helpers and collaborators worked. His arrival in Barcelona coincided with the moment when the Italianate Gothic style, prevalent in this country throughout the second half of the 14th century, whose chief disseminator had been the Serra brothers' workshop, was exhausted and going into decline. The new International Gothic art that in those years was beginning to be produced in Flanders, Paris or Milan was characterised by leaving behind the balance and the sober harmony of the shapes and the colours, made fashionable by the artists from Siena of the 'trecento', in order to introduce a new naturalistic aesthetic based on the dynamism and the movement of the figures and the use of very bright and contrasting coloured pigments. The Episcopal Museum conserves possibly the most representative collection of work by Lluís Borrassà, through which we can follow the introduction and development of this new artistic current in his work. The altarpiece of Saint Anthony the Abbot and Saint Margaret from Rubió, despite being a modestly sized altarpiece, introduces in the lateral scenes this new narrative language based on very explicit gestures like the scene of the saint's dialogue, refusing Olybrius' advances."
11,"Please finish the blank with a number.
According to ""Labor, Urbanization, and Political Imagination in Namibia, 1943-1994"",at the time of the Custodian of Enemy Property’s confiscation of the OMEG holdings at the beginning of the Second World War, OMEG owned ______hectares (about 230 square miles) of farm and timber land. ",1,exactMatch,59817,,"At the time of the Custodian of Enemy Property’s confiscation of the OMEG holdings at the beginning of the Second World War, OMEG owned 59,817 hectares (about 230 square miles) of farm and timber land. "
27,"Please finish the blank with a number.
Archaeological investigations show that between 700 and 900 C. E. _____temples and temple complexes were constructed on the southern slopes of Mount Merapi in central Java. ",1,exactMatch, thirty-three,,"Archaeological investigations show that between 700 and 900 C. E. thirty-three temples and temple complexes were constructed on the southern slopes of Mount Merapi in central Java.
"
95,"առաջին աշխարհամարտի ընթացքում օսմանյան բանակում ծառայող հայ զինվորների թիվը մոտավորապես ինչքա՞ն է։Ա. 100 հազար Բ. 50 հազար Գ. 30 հազար Դ. 200 հազար
Ե. 250 հազար Զ. 300 հազար",3,multipleChoice,Ա,,
184,Who is the main character depicted in this thangka?,1,exactMatch,"Lobzang Palden Yeshe, sixth Panchen Lama",184.png,"Buddhist hanging scroll (thangka) of Lobzang Palden Yeshe, made by an unknown artist in the 18th century with colours on cotton in Tibet. The main figure is Lobzang Palden Yeshe (1738-80), sixth Panchen Lama and teacher of Emperor Qianlong."
121,"	What is the title of the original essay from which this text is excerpted?
We have seen how even in its childhood, when it was centred in Vladimir, and later, in its youth, when it was centred in Moscow, the Great Russian [despotic] element was inclined to subdue and absorb various neighbouring regions. The same thing occurred in the religious and intellectual sphere. The Great Russians developed an intolerance of other faiths, a disdain of other nationalities, a very high opinion of themselves. [Answer in Russian]",1,exactMatch,Две русские народности ,,"excerption from Ralph Lindheim and George Luckyj, Towards an Intellectual History of Ukraine: An Anthology of Ukrainian Thought from 1710 to 1995, published by University of Toronto Press in 1996."
233,What are the three approaches in Chinese Gazatte studies?  (Answer Format:The History of XXX),1,exactMatch,"The history of the press, the history of the state, 
and the history of information in society",233.jpg,
260,"Who is the designer for this wallpaper? 
",2,exactMatch,George Gilbert Scott,260.png,"This wallpaper was produced by the company of William Morris, however, it was not designed by Morris himself. A letter from Morris's business manager suggests that this paper was the work of the architect George Gilbert Scott (1839-1897). In 1874 Scott was one of the founders of Watts & Co, a company which issued some wallpapers in a similar style."
166,Who is the victim in the photo?,1,exactMatch,Zhao Erfeng,166.jpg,Judging based on both sides of the photo
401,"甘蔗害虫「筬象蟲」の成長形態のイメージを以下に示します。添付資料に基づいて「筬象蟲」がどの成長段階で甘蔗に最も危害を与えるかを判断してください。これに対して松江春次が南洋興発株式会社の社長を務めていた間、どのような有効な措置を取って対応しましたか？

A.成蟲の段階。 捕殺を実施する。
B.幼蟲の段階。 天敵を引き入れる。
C.蛹の段階。 甘蔗を焼き払う。
D.繭の段階。 新しい甘蔗の品種を導入する。",3,multipleChoice,B,401_1.pdf;401_2.png;401_3.pdf,"最初のテキストを読んだ後、
「筬象蟲」は繭、幼虫、蛹、成虫の4つの成長段階で甘蔗に大きな危害を及ぼすことがわかった。
その中で幼虫段階「筬象蟲」は甘蔗の内部で成長して発育し、
甘蔗の汁を吸うことは甘蔗にとって最も危害が大きい。
また、2番目のテキストを読んでみると、松江春次は南洋興発株式会社の社長を務めていた間、
甘蔗の焼却、「筬象蟲」の天敵の導入などの一連の措置をとっていたが、
その中で「筬象蟲」の天敵を導入するのが最も効果的であることがわかった。"
131,"Whose plan for reinforcing the Singer Building through the installation of additional column lines and footings, a.k.a. the “Singer Building Extension”, was adopted?",1,exactMatch,O. F. Semsch,,"The architect's engineer, Mr. O. F. Semsch, reported a plan for reenforcing the building through the installation of additional column lines and footings, which was adopted. This work of raising the old Singer Building to a height uniform with that of the Bourne and Bourne Addition was known as the “Singer Building Extension.”"
356,"Please indicate the language of the following passage and the historical document from which it was extracted and translated.

Кингуниль кии-бурисчэ истачийаа
1. Көдэ йаwнар тудэ чаҕадьэл-буньил чаҕадьэлҕа чаҕадьэйуол-мораw параwааньэй. Таҥ чаҕадьэлги амучэ усулуобуйаҕа ууйуол-мораwньэй тадаатэ кодэҕа эл чаҕадьэчуон поньаатэйэҥ монул чуҥдэ анмолҕинь эwльэйуол-мораwньэй.
2. Көдэ йаwнар тудэ чаҕадьэрэн wиэйуолньэҥ көдиньбандьэ поҕодэлэ-нэмэлэ мэдьуол-мораw параwааньэй.
3. Көдэ тудэ wиэйуол wальэдаҕат эл охойчэндьэрукунэҥ мэдьуол-мораwньэй. Таҥньэги тудэ кэдэл тадаатэ нимэндьиигин наадиимэрукунпэдаҕа мэ пэлуол-мораwньэй.
4. Көдэ йаwнар тудэ интэриэспэ чоҥнулҥинь профсоюзлэ wиэрэҥ, тадаа чилиэн ҥолуол-мораw параwааньэй.",2,exactMatch,(Tundra) Yukaghir; Universal Declaration of Human Rights,,/
404,"This is the picture and transcription of ‘ The Table of Staffing Establishment of Donghai Commandery’（东海郡吏员簿） excavated from Yinwan Han Tomb M6(尹湾6号汉墓). Other manuscripts excavated from the same tomb have some records of chronology, such as the second year of Yongshi(永始二年, 15 BCE) , the fourth year of Yongshi(永始四年, 13 BCE) , the first year of Yuanyan(元延元年, 12 BCE) , the second year of Yuanyan(元延二年, 11 BCE) and the third year of Yuanyan(元延三年, 10 BCE) .  However, there is no such direct record in the given case. Please tell which of the following years is not a possible chronology of the give case.
A. 20 BCE
B. 16 BCE
C. 12 BCE
D. 8 BCE",3,multipleChoice,A,404.pdf,"The mentioned Xinyang Marquisate(新阳侯国) was established in the second year of Hongjia or 19 BCE, while Wuxiang Marquisate(郚乡侯国) was abolished in the third year of Jianping or 4 BCE. Thus the manuscript must reflect the situation between them due to the existence of those two marquisates. For the time of establishment and abolish of each marquisate, see Ma Menglong 马孟龙, Xihan Houguo Dili 西汉侯国地理 ( Shanghai: Shanghai Guji Chubanshe,2021) , 459-602."
174,"
 What did the author read from 3pm to 5pm based on the text content?",1,exactMatch,Annals of the Ming Dynasty,174.png,"The character 'ǎ r' in ancient Chinese means from 3 pm to 5 pm in the afternoon. According to the corresponding content of the text, it can be inferred that the author was reading the book 'Annals of the Ming Dynasty（《明纪》）' at this time
"
61,What's the name of this painting?,2,exactMatch,Satire on Tulip Mania,061.png," Satire of Tulip Mania, painted by Jan Brueghel the Younger circa 1640."
391,"These are some fragments from Juyan New Bamboo and Wooden Slips(居延新简). Some of them could be put together and thereby reconstructed, while others serve as distractors within the given cases. After reconstructing as many slips as possible and making their transcriptions, please tell which of the following texts does not occur in the reconstructed manuscripts.
A. 責不可得書到驗問審負知君錢白報謹驗問當辭曰迺十一月中從知君貸錢三千六百以贖婦當負臧貧急毋錢可償知君者謁報敢言之
B. 下隧長薛隆書到言/丞相史弘
C. 隧卒籍賞有青等廼辛巳府遣
D. 賞伏地再拜請卿足下善毋恙甚善官",3,multipleChoice,B ,391_1.jpg;391_2.jpg;391_3.jpg;391_4.jpg;391_5.jpg;391_6.jpg;391_7.jpg;391_8.jpg;391_9.jpg;391_10.jpg;391_11.jpg;391_12.jpg;391_13.jpg,"The reconstructions are based on the shapes and grains of the fragments, the strokes and handwriting of the manuscripts, and the meaning of the contents of transcriptions. The results are:
01_01 with 01_07, transcription: 責不可得書到驗問審負知君錢白報謹驗問當辭曰迺十一月中從知君/n貸錢三千六百以贖婦當負臧貧急毋錢可償知君者謁報敢言之
01_06 with 01_13, transcription: 〼隧卒籍賞有青等廼辛巳府遣□〼
01_09 with 01_11, transcription: 〼見吏桼人隧長薛隆爲部吏卒載八月食〼
01_02 and 01_04 with 01_12, transcription: 賞伏地再拜請/n卿足下善毋恙甚善官……錢買□〼/n〼三百至五六月〼/n〼……謹〼
A '〼' in the transcriptions means the end of the reconstructed slip remains broken. A '□' means there is an unidentifiable character in the original manuscript. A '/n' means the start of a new line.
Choice A, C and D occur in the transcriptions, while '書到言/丞相史弘', a part of choice B, occurs in the distractor 01_03, and '隧長薛隆', another part of choioce B, occurs in the reconstructable 01_09.
For more detailed explanation of each reconstruction, see http://www.bsm.org.cn/?hanjian/9634.html,  http://www.bsm.org.cn/?hanjian/9566.html, http://www.bsm.org.cn/?hanjian/8972.html, http://www.bsm.org.cn/?hanjian/8886.html."
77,"大庭脩による「落札帳」の研究に基づき、この「落札帳」の資料について、以下のどの解釈が正しいですか？

A. この文献の中で、書籍の価格は長崎商館の書物目利によって定められた。
B. 『今古奇観』一部一セット十二冊の最終落札価格は十二両三分であった。
C. 『朱子文集』一部一セット五冊の最終落札価格は二十二両五分であり、落札者は三枝であった。
D. この文献における書名の後に続く書籍の価格は、長崎に到着した中国商人の販売価格である。E. 『金石萃編』の一部は八セットであり、落札者は長ヲカであった。",3,multipleChoice,Ｃ,077.png,大庭脩の解釈に基づき、「落札帳」は日本商人が長崎の会所で商品を確認し、入札した記録であり、AとDは誤りです。『今古奇観』の入札記録によると、金沢やの入札価格が最も高く、十五両六分であり、Bは誤りです。《金石萃編》の最終的な落札者は三枝であり、Eは誤りです。Cは資料の情報と一致しています。
228,"Based on this drawing, which of the following options is incorrect?
A.It depicts the singing and dancing activities of black slaves in the late 19th century.
B.The scene it depicts takes place in a market in New Orleans.
C.Along with the arrival of these slaves came the musical traditions of black Africa. These musical elements greatly influenced the later forms of black music such as jazz, blues, and call and response.
D.The artist of this work is one of Mark Twain's collaborators.",1,multipleChoice,A,228.jpg,"This illustration was created in 1886. However, it depicts slave dances in New Orleans 40 some years earlier."
278,"Through this 1912 letter sent to Sun Zhuang by Peng Yizhong (who was engaged in the newspaper business in Beijing in the early Republican period of the late Qing Dynasty), this letter cannot provide which of the following research perspectives? A. The development of the newspaper industry in Xinjiang during the late Qing and early Republican period, for example, which newspapers in the east might have been the source of information for its press; B. The political situation in Xinjiang during the late Qing and early Republican period; C.Peng Yizhong's personal experience in Xinjiang; D. The Qing government's rule in Xinjiang (Multiple choice)",2,multipleChoice,D,278.jpg,"Based on the content of the letter, it can be seen that Peng mainly ordered newspapers and periodicals from Sun, and as an important figure in the newspaper industry in Xinjiang in the late Qing Dynasty, the newspapers and periodicals he ordered and the channels he used were closely related to the development of the local newspaper industry; furthermore, the letter mentions the military coup in Xinjiang during the period of the establishment of the Republic of China, as well as his personal response under this circumstance, which is extremely helpful for the study of the local situation as well as for the completion of Peng's personal biography. This is extremely helpful for studying the local situation and completing Peng's biography."
156,"According to No.077 archive of the Ministry of Defence of the USSR, Department 2-й, in 1965, how many people from the I Belarusian front was killed in Poland during the war in 1941-1945?

",1,exactMatch,129960,,Known from the source material.
394,"In all, how many vehicles and men were captured by Duo You（多友） in the attack on the Xian Yun（玁狁） tribe?",3,exactMatch,"127,28",394.jpg,"This material tells how Wu Gong ordered Duo You to attack the Xian Yun tribe. The capture of vehicles by Duo You is mentioned twice, the first time being 117, the second time being 10, and the two together being 127. The captives are mentioned three times, 23, 2 and 3 respectively, totalling 28."
136,"What does' thief 'refer to in the imperial edict?  
A. The Taiping Rebellion
B. White Lotus Sect Uprising  
C. Boxer Rebellion
D. Small Sword Society Uprising",1,multipleChoice,B,136.png,"most he edict repeatedly mentions regions such as Hubei  Jingzhou , and Xiangyang , which were core areas of the White Lotus Sect Uprising (1796–1804). These locations align with historical records of the rebellion’s spread.
"
384,"How many place names that fall within the present-day city of Nanjing, Jiangsu Province, appear in this poem (including the title)? 《贈別上元主簿張著》上書一見平津侯，劍笏斜齊秣陵尉。朝垂綬帶迎遠客，暮鎖印囊飛上吏。長樂花深萬井時，同官無事有歸期。回船對酒三生渚，繫馬焚香五願祠。日日澄江帶山翠，綠芳都在經過地。行人看射領軍堂，遊女題詩光宅寺。風流才調愛君偏，此別相逢定幾年。惆悵浮雲迷遠道，張侯樓上月娟娟。",3,exactMatch,7,,7个。现在仍存在的今地名或知名度高的历史地名有三个：“上元”即上元县，是南京的旧称；“秣陵”也是南京的旧称；“光宅寺”今仍存在，在城南老虎头。需要结合地理志书记载的、现在知名度不高的历史地名有2个：“五愿祠”，现存文献中有“五愿树”“五愿木”；“张侯楼”，老虎头为孙吴娄侯张昭旧宅。需要结合诗文上下文文意推断的，现在彻底不存在的历史地名有2个：“三生渚”与“领军堂”，由于全诗内容均为在南京的游览过程，出于地名对仗，也都是在南京范围内存在的地名。本题需综合使用历史学考证、地理学方法以及文学理解，以找全所有地名。部分地名由于文学创作原因和实际表示不同、形成异名（张侯楼、五愿祠），部分地名现今无考（三生渚、领军堂），AI基于既有的知识难以直接找出。但以对仗的修辞手法结合文意不难看出均在上元县即今南京范围内。需要说明的是，即使AI查找到了相应的地名，对地名本身的介绍也与实际情况存在一定甚至较大偏差。
129,"Which year did Friedrich Hölderlin make his trip to Fulda, a city in Hesse, Germany?",1,exactMatch,1794,,"In his letter to G. W. F. Hegel in 10th July 1794, he told Hegel that he recently travelled to Fulda."
45,"Why did Locke write his Two Treatises of Government, or under what circumstance/context and with what specific purpose/intention? A. Defending for the Glorious Revolution B. Supporting for American thought of independence C. Responding to the Exclusion Crisis D. Questioning the arguments in Hobbes’ Leviathan",2,multipleChoice,C,,"Locke’s Two Treatises of Government & Peter Laslett’s “Introduction”to John Locke’s Two Treatises of Government, which, in detail, analyzed the words used by Locke and his personal book collection during the period of writing Treaties"
365,When was this speech given? ,2,exactMatch,"22 July, 1939",365.m4a,"Wang Jingwei believed that China could not win the war against Japan and should instead cooperate with Japan to maximize its post-war interests. He argued that the communists’ advocacy for continued resistance served only to protect the Soviet Union, not China. This is a record of Cantonese."
96,"هذه قصيدة للشاعر المصري حافظ إبراهيم ،
جاءَ وَالأحلامُ في أصفادِها
طبعَ الظلمِ على إغلاقِها
أمِنَ التقليدِ فيها فغدت
إصرَ التقييدِ فيها ونُهى
جاءَها هوجٌ بشَاوٍ دونَهُ
وانبرى يصدَغُ من أغلالِها من هو الكاتب الغربي الذي ورد ذكره في هذه القصيدة؟",3,exactMatch,"فكتور هوغو
Victor Hugo",,"حافظ إبراهيم شاعر مصري معروف من أوائل القرن العشرين، لُقِّب بـ ""شاعر النيل"" و""شاعر الشعب"". قام بترجمة رواية البؤساء لفكتور هوغو، وكانت هذه القصيدة بعنوان فكتور هوغو، حيث تشاركا الإيمان بتحرير الفقراء من قيودهم."
36,Wo hat Hermann Gipperich die kaufmännische Lehre geschafft? ,2,exactMatch,Tschifu,,"Hermman Gipperich ist ein Angestellter vom deutschen Auswärtigen Amt, der lange Zeit in China gearbeitet. Er kam nach China, weil sein Vater Emil Gipperich ein Geschäft in Shandong gehabt. So hat er in Tshifu sein Geschäftsstudium gemacht. "
382,"Identify the artists in the following advertisements and calculate the prices for different artists and different themes. Determine which artist's paintings are more expensive. 
A 醒圆居士 B 曉汀 C 馬孟容",3,multipleChoice,A,382.jpg,"Based on the Tang-style Fu (scrolls), Artist A has a higher average price per chi."
292,关于图中器物的年代和产地正确的选项是：A.唐代晚期越窑 B.北宋中期耀州窑C.北宋晚期台州窑 D.南宋早期龙泉窑,2,exactMatch,C,292.jpg,北宋中期开始，中国窑业格局发生巨变，随着王安石变法中“用近易远”政策等一系列因素导致越窑走向衰弱，但越窑使用垫圈装烧的工艺传统影响甚广；与此同时龙泉窑逐渐兴起，并在北宋晚期后发展出自我特色，广泛流行双面刻划花结合箅点的装饰，技术上使用独具特色的垫饼装烧。台州沙埠地区地处上述两大窑口核心区的中间位置，又在窑址中发现和北方耀州窑交流互鉴的痕迹，其产品呈现出延用越窑垫圈工艺、借鉴耀州窑刻花技术、追随龙泉窑装饰风格的交融之态，图中这件碗就是典型的北宋晚期台州地区窑业产品的典型案例。
310,"This is the picture and transcription of slip 8-135 of Liye Qin Slips ( 里耶秦简 ) . Which of the following statement is true according to the given material.
A. The whole manuscript was written by Jiu (樛), the acting construction supervisor ( sikong shou, 司空守 ) of Qianling（遷陵） County.
B. Lang (狼) made a fake ship for Qianling County.
C. The acting deputy of Qianling (Qianling shou cheng, 遷陵守丞) blamed the acting construction supervisor for reproting the case of Lang too late.
D. Lang had lost the ship by the time when the manuscript was written.",2,multipleChoice,C,310_1.docx,310_2.png
387,"What is the average rate of decrease of the land tenanted according to the text? Please use the best statistics methods.(Final ending round to an integer) (1 toft=1/4 acres,1 bovate=15 acres)A.57% B.50% C.58% D.60%",3,multipleChoice,A,387_1.png;387_2.png;387_3.png,"We need to figure out the number of land tenanted before and after the pestilence in every document and some narratives might be a little obscure. According to the theory of weighted mean, we add up all the acres before pestilence: 7 tofts+4 tofts+4 bovates+44acres=106.75acres. We add up all the lessened acres after pestilence:3 tofts+3 tofts+3 bovates+14acres=60.5acres. Finally,the ending equals to 57%.(60.5/106.75*100%,round to integer)"
227,"Which of the following options is incorrect in describing this picture?
A.The person standing on a high place in the center of the picture speaking to the crowd was the leader of the Republican Left of Catalonia at the time.
B.This picture was taken on 14 April 1931.
C.This photograph records the events that marked the beginning of the revived Generalitat of Catalonia.
D.The square where this photo was taken was named after a nearby church.",1,multipleChoice,C,227.jpg,"Francesc Macià proclaimed the Catalan Republic in Plaça de Sant Jaume, Barcelona, 14 April 1931. Macià proclaimed a Catalan Republic on 14 April, but after negotiations with the provisional government he was obliged to settle for autonomy, under a revived Generalitat of Catalonia. Catalonia was granted a statute of autonomy in 1932, which lasted until the Spanish Civil War."
338,What was the name of the location where this picture was taken at that time?,2,exactMatch,Hanseong,338.png,"Judging based on image information.In 1911, the term ""Gyeongseong"" in South Korea referred to the capital at that time.
Jingcheng ""was the term used during the Japanese colonial period to refer to the former capital of the Joseon Dynasty, Hanseong. After the liberation of the Korean Peninsula, this city was renamed ""Seoul""."
372,图中的器物是什么朝代生产的？,3,exactMatch,西晋,372.png,图中的堆塑罐是仅出现于东汉晚期到东晋早期的典型丧葬用器。此件为带有龟趺碑自铭器，上可识别字体有“出始宁，用此靈……宜子……”，包含了器物名称、产地和吉语三部分。始宁为汉晋时绍兴上虞一带古地名，也是早期越窑的核心生产地。从多层贴塑等繁复器物造型和吉语习惯可判断为西晋器物，结合同墓地出土的其他带“元康”年号的堆塑罐可以进一步确定其为西晋早期产品器物。
140,Which deceased was this epitaph written for?,1,exactMatch,Shen Chang,140.tif,The first and third columns of the document provide answers to the questions
147,图中有一个墓，是谁的墓？,1,exactMatch,周孝子,147.png,图中左上角位置有“周孝子墓”
28,"Please finish the blank with a name of report with its author.
According to ""The People’s School: A History of Oregon State University"", _________provided details for two new programs,one for the School of Vocational Education, which would prepare students to teach high school subjects that were offered in the college’s technical schools,with education courses required as minors. ",1,exactMatch,Kerr’s Biennial Report for 1922,,"Kerr’s Biennial Report for 1922 provided details for two new programs,one for the School of Vocational Education, which would prepare students to teach high school subjects that were offered in the college’s technical schools,with education courses required as minors. 
"
354,When was this map of India drawn?（Accurate to the year),2,Exact match,1856,354.png,"The map is specified""Indian under Dalhousie, 1856""."
177,Where was this photograph taken?,1,exactMatch,Outside the Canidrome,177.jpg,Photograph taken outside the Canidrome. See article in 'The Argus' (17 February 1938): http://trove.nla.gov.au/ndp/del/article/11149506.
336,"What era is this a historical video of Taiwan from
A. Japan occupied era
B. Qing governed era
C. KMT goverrned era",2,multipleChoice,C,336.mp4,"A huge portrait of Chiang Kai shek appeared in the video, emphasizing the cult of personality during the martial law period in Taiwan"
202,"According to The North - China Herald and Supreme Court& Consular Gazette (1870-1941)of 18 July 1898, the American Newman was hanged for the murder of a man from which country many years ago?",1,exactMatch,Portuguese,,"Since the execution of Newman,the American hanged for the murder of a Portuguese whom he found with his paramour, many years ago,no person of Oaucasian origin has been executed in Hongkong."
91,"When lanterna magica was introduced to Japan, it was widely used and emphasized in scientific and intellectual writing/picturing. Which element did play a significant role in such process at the intersection between art and science? A. The Japanese tradition of kage-e (shadow pictures), which adopts similar principles of optics B. For providing the vivid experience of scientific phenomenon and political events, for example, the memory of Lu Xun and the fictional event of magical lantern C. The magical lantern could serve as a tool for scientific and art education, seeking a wide demand of cultivation during the crisis of nation-state building and modern spirit forming D. The magic lantern shows affinities to the optical structure of eyes, which is rooted in European seeking for religious issues, scientific research, and philosophical thinking",3,multipleChoice,D,,"The introduction and increasing use of the magic lantern in the late eighteenth and early nineteenth centuries coincided not only with the development of a materialistic rather than metaphysical understanding of nature and the human body, but also specifically with the development of optical theory in Japan. In view of this, it is noteworthy that an envisaged connection between the eyes and the optical device was present in some of the earliest Japanese writings about the magic lantern. Through looking at the language and context of these references, it becomes apparent that Ōtsuki's conception of the device ‘as an eyeball’, and by extension the eyeball as a magic lantern, was not an entirely original idea, but rather the evolution of a pre-existing one. One of the two oldest surviving references to the device in Japanese—the other being Koikawa Harumachi's aforementioned Muda iki—is the three-volume book of magic tricks, Tengu-tsu (‘The Goblin's Nose’), published in Osaka in 1779 by the prolific chronicler of magic tricks, Hirase Hose."
185,Which building's under-construction steel frame is this?(Answer Format:The Name of Building;The City Where It is located in),1,exactMatch,"Pokfulam Hospital, Hong Kong.",185.jpg,"Crown Agents for the Colonies - Pokfulam Hospital, Hong Kong.View in Bridge Yard and Construction Yard, Middlesbrough, England, of the assembled building frame, which was then taken apart and shipped to Hong Kong."
410,"3.材料を見て、サイパン鉄道建設の中で、どの地方の工事難度が最も高いと推定して、そして其の理由を指摘してください。

A.A点——南線「トトラムの第二中継所から第二農場まで」。線路がラウラウを抜けるには、硬い岩を掘り、同時に低地に盛土を充填する必要がある。
B.B点——南線「チャランカノアからトトラムの第二中継所まで」。線路建設中に暴風雨などの悪天候に見舞われた。
C.C点——北線「チャランカノアからガラバン街支庁まで」。タツボーチョーの裾を迂回して、鉄道建設費が急激に膨張した。
D.D点——北線「ガラバン街支庁からタナバコまで」。地形の起伏が大きく、線路の勾配が大きく、列車の輸送能力が低下したになった。",3,multipleChoice,A,410.png,『南洋開拓十年誌』の107—112ページの内容を読むと、サイパン鉄道建設の中で最も難しい部分はラウラウ湾付近の鉄道建設であることがわかります。ラウラウ湾付近の地質条件は複雑で、地勢の高い地帯では硬い岩を掘り、低地地帯では盛土を充填する必要がある。だから本題の正解は「A」です。
276,Who is most likely to be approached for help in order to solve the problem in the letter?,2,exactMatch,William Sealy Gosset.,276.png,"The question in the letter concerns corrections to statistical standard deviations in the case of small samples. Historical actors are most likely to seek help from the founders of small sample theory, i.e. William Sealy Gosset."
388,Which historical figure corresponds to the protagonist of this article?,3,exactMatch,Charles the Bald,388.png,It is mentioned in the text that the protagonist's older brother is Lothar I.
175,"
What is the name of the girl in the photo?[Answer in Chinese]







",1,exactMatch,李莉玲,175.png,Judging based on image information
159,Where was this cultural heritage discovered?,1,exactMatch,"Qostanai oblysy, Kazakhstan",159.png,Known from the source.
87,"The beautiful flowers in this painting may have been infected with viruses. According to contemporary scholars' research, what does this virus rely on for transmission?",3,exactMatch,Myzus persicae ,087.png,"""The color of a tulip actually consists of two pigments working in concert — a base color that is always yellow or white and a second, laid-on color called an anthocyanin; the mix of these two hues determines the unitary color we see. The virus works by partially and irregularly suppressing the anthocyanin, thereby allowing a portion of the underlying color to show through. It wasn’t until the 1920s, after the invention of the electron microscope, that scientists discovered the virus was being spread from tulip to tulip by Myzus persicae, the peach potato aphid. Peach trees were a common feature of seventeenth-century gardens.

By the 1920s the Dutch regarded their tulips as commodities to trade rather than jewels to display, and since the virus weakened the bulbs it infected (the reason the offsets of broken tulips were so small and few in number), Dutch growers set about ridding their fields of the infection. Color breaks, when they did occur, were promptly destroyed, and a certain peculiar manifestation of natural beauty abruptly lost its claim on human affection."""
215,What is the machine in the picture?,1,exactMatch,An early nineteenth-century gas plant.,215.png,"An early nineteenth-century gas plant. Coal was heated and gasified in the retorts on the right.
The gases were then washed in water in the hydraulic main and bubbled through lime water to remove hydrogen sulphide in the purifier on the left. The gas was stored in gasholders (also called gasometers) before being let into the pipe network. Credit: Frederick Accum, A Practical Treatise on Gas-light (1815)."
280,"In this picture,there are two places metion about time information,which answer is right?A、February and OctoberB、January and MarchC、July and AugustD、May and September",2,exactMatch,A,280.png,"basic skills for recognizing the Chinese character.Here is the text information:二月戊寅張掖大守福庫丞承憙兼行丞事敢告張掖農都尉護田校尉府卒人謂縣律曰臧它物非
錢者以十月平賈計案戍田卒受官袍衣物貪利貴賈貰予貧困民吏不禁止浸益多又不以時驗問"
54,From which city might the bamboo slips in the image above have been unearthed?,2,exactMatch,Wuwei,054.png,Wuwei Medical Bamboo Slips of the Han Dynasty
